poem,data,stereotype,original_lang
290,A lovely time today,0,English
290,"Watch them, catch them unawares",0,English
290,And see them picnic on their holiday,0,English
290,See them gaily gad about,0,English
290,They love to play and shout,0,English
290,They never have any cares,0,English
290,At six o’clock their Mommies and Daddies,0,English
290,Will take them home to bed,0,English
290,Because they’re tired little Teddy Bears,0,English
290,Every Teddy Bear who’s been good,0,English
290,Is sure of a treat today,0,English
290,There’s lots of marvelous things to eat,0,English
290,And wonderful games to play,0,English
290,Beneath the trees where nobody sees,0,English
290,They’ll hide and seek as long as they please,0,English
290,‘Cause that’s the way the,0,English
290,Teddy Bears have their picnic,0,English
290,Picnic time for Teddy Bears,0,English
290,The little Teddy Bears are having,0,English
290,A lovely time today,0,English
290,"Watch them, catch them unawares",0,English
290,And see them picnic on their holiday,0,English
290,See them gaily gad about,0,English
290,They love to play and shout,0,English
290,They never have any cares,0,English
290,At six o’clock their Mommies and Daddies,0,English
290,Will take them home to bed,0,English
290,Because they’re tired little Teddy Bears,0,English
290,Because they’re tired little Teddy Bears,0,English
291,"Teddy bear, teddy bear, turn around,",0,English
291,"Teddy bear, teddy bear, touch the ground,",0,English
291,"Teddy bear, teddy bear, reach up high,",0,English
291,"Teddy bear, teddy bear, touch the sky,",0,English
291,"Teddy bear, teddy bear, bend down low,",0,English
291,"Teddy bear, teddy bear, touch your toes,",0,English
291,"Teddy bear, teddy bear, go to bed,",0,English
291,"Teddy bear, teddy bear, rest your head,",0,English
291,"Teddy bear, teddy bear, turn out the lights,",0,English
291,"Teddy bear, teddy bear, say “good night”.",0,English
292,"Ten green bottles hanging on the wall,",0,English
292,"Ten green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be nine green bottles hanging on the wall.,0,English
292,"Nine green bottles hanging on the wall,",0,English
292,"Nine green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be eight green bottles hanging on the wall.,0,English
292,"Eight green bottles hanging on the wall,",0,English
292,"Eight green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be seven green bottles hanging on the wall.,0,English
292,"Seven green bottles hanging on the wall,",0,English
292,"Seven green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be six green bottles hanging on the wall.,0,English
292,"Six green bottles hanging on the wall,",0,English
292,"Six green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be five green bottles hanging on the wall.,0,English
292,"Five green bottles hanging on the wall,",0,English
292,"Five green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be four green bottles hanging on the wall.,0,English
292,"Four green bottles hanging on the wall,",0,English
292,"Four green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be three green bottles hanging on the wall.,0,English
292,"Three green bottles hanging on the wall,",0,English
292,"Three green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be two green bottles hanging on the wall.,0,English
292,"Two green bottles hanging on the wall,",0,English
292,"Two green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be one green bottles hanging on the wall.,0,English
292,"One green bottles hanging on the wall,",0,English
292,"One green bottles hanging on the wall,",0,English
292,"And if one green bottle should accidentally fall,",0,English
292,There’ll be zero green hanging hanging on the wall.,0,English
293,There were ten in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and,0,English
293,one fell out,0,English
293,There were nine in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over,0,English
293,And one fell out,0,English
293,There were eight in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There were seven in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There were six in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There were five in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There were four in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There were three in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There were two in the bed,0,English
293,"And the little one said,",0,English
293,“Roll over! Roll over!”,0,English
293,So they all rolled over and one fell out,0,English
293,There was one in the bed,0,English
293,"And the little one said,",0,English
293,“Alone at last!”,0,English
293,“Good Night!”,0,English
293,"The ants go marching one by one, hurrah, hurrah.",0,English
293,"The ants go marching one by one, hurrah, hurrah.",0,English
293,"The ants go marching one by one,",0,English
293,The little one stops to suck his thumb.,0,English
293,"And they all go marching down,",0,English
293,"To the ground, to get out of the rain.",0,English
293,BOOM! BOOM! BOOM!,0,English
293,…two…tie her shoe…,0,English
293,…three….climb a tree…,0,English
293,…four…shut the door…,0,English
293,…five…take a dive…,0,English
293,…six…pick up sticks…,0,English
293,…seven…pray to heaven…,0,English
293,…eight…check the gate…,0,English
293,…nine…check the time…,0,English
293,…ten…say “The End!”,0,English
294,"Hey diddle diddle,",0,English
294,"The Cat and the fiddle,",0,English
294,"The Cow jumped over the moon,",0,English
294,"The little Dog laughed to see such sport,",0,English
294,And the Dish ran away with the Spoon,0,English
295,Old Mister Johnson had troubles of his own,0,English
295,He had a yellow cat which wouldn’t leave its home;,0,English
295,"He tried and he tried to give the cat away,",0,English
295,"He gave it to a man goin’ far, far away.",0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"The man around the corner swore he’d kill the cat on sight,",0,English
295,He loaded up his shotgun with nails and dynamite;,0,English
295,"He waited and he waited for the cat to come around,",0,English
295,Ninety seven pieces of the man is all they found.,0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"He gave it to a little boy with a dollar note,",0,English
295,Told him for to take it up the river in a boat;,0,English
295,"They tied a rope around its neck, it must have weighed a pound",0,English
295,Now they drag the river for a little boy that drowned.,0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"He gave it to a man going up in a balloon,",0,English
295,He told him for to take it to the man in the moon;,0,English
295,"The balloon came down about ninety miles away,",0,English
295,"Where he is now, well I dare not say.",0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"He gave it to a man going way out West,",0,English
295,Told him for to take it to the one he loved the best;,0,English
295,"First the train hit the curve, then it jumped the rail,",0,English
295,Not a soul was left behind to tell the gruesome tale.,0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"The cat it had some company one night out in the yard,",0,English
295,"Someone threw a boot-jack, and they threw it mighty hard;",0,English
295,"It caught the cat behind the ear, she thought it rather slight,",0,English
295,When along came a brick-bat and knocked the cat out of sight,0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"Away across the ocean they did send the cat at last,",0,English
295,Vessel only out a day and making water fast;,0,English
295,"People all began to pray, the boat began to toss,",0,English
295,A great big gust of wind came by and every soul was lost.,0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"On a telegraph wire, sparrows sitting in a bunch,",0,English
295,"The cat was feeling hungry, thought she’d like ’em for a lunch;",0,English
295,"Climbing softly up the pole, and when she reached the top,",0,English
295,"Put her foot upon the electric wire, which tied her in a knot.",0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea",0,English
295,"The cat was a possessor of a family of its own,",0,English
295,With seven little kittens till there came a cyclone;,0,English
295,"Blew the houses all apart and tossed the cat around,",0,English
295,"The air was full of kittens, and not one was ever found.",0,English
295,"But the cat came back the very next day,",0,English
295,"The cat came back, we thought he was a goner",0,English
295,But the cat came back; it just couldn’t stay away.,0,English
295,"Away, away, yea, yea, yea.",0,English
296,The farmer in the dell,0,English
296,The farmer in the dell,0,English
296,"Heigh-ho,the derry-o",0,English
296,The farmer in the dell,0,English
296,The farmer takes a wife,1,English
296,The farmer takes a wife,1,English
296,"Heigh-ho, the derry-o",0,English
296,The farmer takes a wife,1,English
296,The wife takes the child,1,English
296,The wife takes the child,1,English
296,"Heigh-ho, the derry-o",0,English
296,The wife takes the child,1,English
296,The child takes the nurse,0,English
296,The child takes the nurse,0,English
296,"Heigh-ho, the derry-o",0,English
296,The child takes the nurse,0,English
296,The nurse takes the cow,0,English
296,The nurse takes the cow,0,English
296,"Heigh-ho, the derry-o",0,English
296,The nurse takes the cow,0,English
296,The cow takes the dog,0,English
296,The cow takes the dog,0,English
296,"Heigh-ho, the derry-o",0,English
296,The cow takes the dog,0,English
296,The dog takes the cat,0,English
296,The cow takes the dog,0,English
296,"Heigh-ho, the derry-o",0,English
296,The cow takes the dog,0,English
296,The cat takes the mouse,0,English
296,The cat takes the mouse,0,English
296,"Heigh-ho, the derry-o",0,English
296,The cat takes the mouse,0,English
296,The mouse takes the cheese,0,English
296,The mouse takes the cheese,0,English
296,"Heigh-ho, the derry-o",0,English
296,The mouse takes the cheese,0,English
296,The cheese stands alone,0,English
296,The cheese stands alone,0,English
296,"Heigh-ho, the derry-o",0,English
296,The cheese stands alone,0,English
297,I love oranges.,0,English
297,They’re orange and round I really love them.,0,English
297,They’re Juicy and sweet and so tasty!,0,English
297,Oranges are great for me!,0,English
297,"Bananas, Bananas, Bananas!",0,English
297,They’re scrumptious and my favourite.,0,English
297,They’re curved and yellow with a very thick skin.,0,English
297,Bananas are great for me!,0,English
297,There are so many different kinds of fruit.,0,English
297,Can you name a few?,0,English
297,"Bananas, Kiwis, Strawberries, Peaches, Apples.",0,English
297,"So many different colours, shapes and sizes.",0,English
297,"Cherries, Grapes, Melons, Pears, Pineapples and more!",0,English
297,Strawberries are really yummy.,0,English
297,They make me want to rub my tummy.,0,English
297,They’re red and juicy and so tasty!,0,English
297,Strawberries are great for me!,0,English
297,Grapes Grapes Grapes are in bunches!,0,English
297,"They come in different colours, Black, Red or Green!",0,English
297,"They’re very small and tasteful, An easy snack!",0,English
297,Grapes are great for me!,0,English
297,There are so many different kinds of fruit.,0,English
297,Can you name a few?,0,English
297,"Bananas, Kiwis, Strawberries, Peaches, Apples.",0,English
297,"So many different colours, shapes and sizes.",0,English
297,"Cherries, Grapes, Melons, Pears, Pineapples and more!",0,English
297,I love watermelon. It’s the juciest fruit of all.,0,English
297,it’s green on the outside and red on the inside.,0,English
297,Watermelons great for me!,0,English
297,I love Pineapple pieces.,0,English
297,They’re delicious and sweet I really love them.,0,English
297,They’re yellow and unique and so tasty!,0,English
297,Pineapple is great for me!,0,English
297,There are so many different kinds of fruit.,0,English
297,Can you name a few?,0,English
297,"Bananas, Kiwis, Strawberries, Peaches, Apples.",0,English
297,"So many different colours, shapes and sizes.",0,English
297,"Cherries, Grapes, Melons, Pears, Pineapples and more!",0,English
297,"Oh, The grand old Duke of York,",0,English
297,He had ten thousand men;,0,English
297,"He marched them up to the top of the hill,",0,English
297,And he marched them down again.,0,English
297,"And when they were up, they were up,",0,English
297,"And when they were down, they were down,",0,English
297,"And when they were only half-way up,",0,English
297,They were neither up nor down,0,English
298,The lion and the unicorn,0,English
298,Were fighting for the crown,0,English
298,The lion beat the unicorn,0,English
298,All around the town.,0,English
298,"Some gave them white bread,",0,English
298,And some gave them brown;,0,English
298,Some gave them plum cake,0,English
298,and drummed them out of town.,0,English
298,"And when he had beat him out,",0,English
298,He beat him in again;,0,English
298,"He beat him three times over,",0,English
298,His power to maintain.,0,English
299,"The man in the moon,",0,English
299,"Came tumbling down,",0,English
299,And asked his way to Norwich;,0,English
299,"He went by the south,",0,English
299,And burned his mouth,0,English
299,While supping cold plum porridge.,0,English
299,"The North wind doth blow and we shall have snow,",0,English
299,"And what will poor robin do then, poor thing?",0,English
299,He’ll sit in a barn and keep himself warm,0,English
299,"and hide his head under his wing, poor thing.",0,English
300,"Do [or “Oh, do”] you know the muffin man,",0,English
300,"The muffin man, the muffin man,",0,English
300,"Do you know the muffin man,",0,English
300,Who lives in Drury Lane?,0,English
300,"Yes [or “Oh, yes”], I know the muffin man,",0,English
300,"The muffin man, the muffin man,",0,English
300,"Yes, I know the muffin man,",0,English
300,Who lives in Drury Lane.,0,English
301,The other day,0,English
301,I met a bear,0,English
301,A great big bear,0,English
301,A way out there.,0,English
301,He looked at me,0,English
301,I looked at him,0,English
301,He sized up me,0,English
301,I sized up him.,0,English
301,He said to me,0,English
301,Why don’t you run,0,English
301,I see you don’t,0,English
301,Have any gun.,0,English
301,And so I ran,0,English
301,Away from there,0,English
301,And right behind,0,English
301,Me was that bear.,0,English
301,Ahead of me,0,English
301,I saw a tree,0,English
301,"A great, big tree",0,English
301,"Oh, golly gee!",0,English
301,The lowest branch,0,English
301,Was ten feet up,0,English
301,I’d had to jump,0,English
301,And trust my luck!,0,English
301,And so I jumped,0,English
301,Into the air,0,English
301,And missed that branch,0,English
301,A way up there.,0,English
301,Now don’t you fret,0,English
301,And don’t you frown,0,English
301,I caught that branch,0,English
301,On the way back down.,0,English
301,That’s all there is,0,English
301,There is no more,0,English
301,Until I meet,0,English
301,That bear once more.,0,English
301,"The end, the end,",0,English
301,"The end, the end,",0,English
301,"The end, the end,",0,English
301,"The end, the end.",0,English
301,And so I met,0,English
301,"That bear once more,",0,English
301,Now he’s a rug,0,English
301,On my bedroom floor.,0,English
302,"The Queen of Hearts,",0,English
302,"She made some tarts,",0,English
302,All on a summer’s day;,0,English
302,"The Knave of hearts,",0,English
302,"He stole those tarts,",0,English
302,And took them clean away.,0,English
302,The King of Hearts,0,English
302,"Called for the tarts,",0,English
302,And beat the knave full sore;,0,English
302,The Knave of hearts,0,English
302,"Brought back the tarts,",0,English
302,And vowed he’d steal no more.,0,English
303,There’s a hole in the bottom of the sea,0,English
303,There’s a hole in the bottom of the sea,0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,There’s a log in the hole in the bottom of the sea,0,English
303,There’s a log in the hole in the bottom of the sea,0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,There’s a bump on the log in the hole in the bottom of the sea,0,English
303,There’s a bump on the log in the hole in the bottom of the sea,0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,"There’s a Frog on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a Frog on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,"There’s a wart on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a wart on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,"There’s a fly on the wart, on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a fly on the wart, on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,"There’s a flea on the fly, on the wart, on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a flea on the fly, on the wart, on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
303,"There’s a smile on the flea, on the fly, on the wart, on the frog, on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a smile on the flea, on the fly, on the wart, on the frog ,on the bump, on the log, in the hole in the bottom of the sea",0,English
303,"There’s a hole, there’s a hole",0,English
303,There’s a hole in the bottom of the sea,0,English
304,"There was a crooked man, and he walked a crooked mile.",0,English
304,He found a crooked sixpence upon a crooked stile.,0,English
304,"He bought a crooked cat, which caught a crooked mouse,",0,English
304,And they all lived together in a little crooked house.,0,English
305,"There was a jolly miller once,",0,English
305,Lived on the river Dee;,0,English
305,"He worked and sang from morn till night,",0,English
305,No lark as blithe as he.,0,English
305,And this the burden of his song,0,English
305,"Forever used to be,",0,English
305,"I care for nobody, no not I,",0,English
305,And nobody cares for me,0,English
306,There was a little girl,0,English
306,Who had a little curl,0,English
306,Right in the middle of her forehead.,0,English
306,"When she was good,",0,English
306,She was very very good,0,English
306,But when she was bad,0,English
306,She was horrid.,1,English
307,There was an old lady who swallowed a fly,1,English
307,I don’t know why she swallowed a fly – Perhaps she’ll die!,0,English
307,There was an old lady who swallowed a spider,0,English
307,That wriggled and jiggled and tickled inside her!,0,English
307,She swallowed the spider to catch the fly;,0,English
307,I don’t know why she swallowed a fly – Perhaps she’ll die!,1,English
307,There was an old lady who swallowed a bird;,0,English
307,How absurd to swallow a bird!,0,English
307,She swallowed the bird to catch the spider,0,English
307,That wriggled and jiggled and tickled inside her!,0,English
307,She swallowed the spider to catch the fly;,0,English
307,I don’t know why she swallowed a fly – Perhaps she’ll die!,1,English
307,There was an old lady who swallowed a cat;,0,English
307,Fancy that! She swallowed a cat!,0,English
307,"She swallowed the cat to catch the bird,",0,English
307,She swallowed the bird to catch the spider,0,English
307,That wriggled and jiggled and tickled inside her!,0,English
307,She swallowed the spider to catch the fly;,0,English
307,I don’t know why she swallowed a fly – Perhaps she’ll die!,1,English
307,There was an old lady that swallowed a dog;,0,English
307,"What a hog, to swallow a dog!",0,English
307,"She swallowed the dog to catch the cat,",0,English
307,"She swallowed the cat to catch the bird,",0,English
307,She swallowed the bird to catch the spider,0,English
307,That wriggled and jiggled and tickled inside her!,0,English
307,She swallowed the spider to catch the fly;,0,English
307,I don’t know why she swallowed a fly – Perhaps she’ll die!,1,English
307,There was an old lady who swallowed a goat;,0,English
307,She just opened her throat and swallowed a goat!,0,English
307,"She swallowed the goat to catch the dog,",0,English
307,"She swallowed the dog to catch the cat,",0,English
307,"She swallowed the cat to catch the bird,",0,English
307,She swallowed the bird to catch the spider,0,English
307,That wriggled and jiggled and tickled inside her!,0,English
307,She swallowed the spider to catch the fly;,0,English
307,I don’t know why she swallowed a fly – Perhaps she’ll die!,1,English
307,There was an old lady who swallowed a cow;,0,English
307,I don’t know how she swallowed a cow!,0,English
307,"She swallowed the cow to catch the goat,",0,English
307,"She swallowed the goat to catch the dog,",0,English
307,"She swallowed the dog to catch the cat,",0,English
307,"She swallowed the cat to catch the bird,",0,English
307,She swallowed the bird to catch the spider,0,English
307,That wriggled and jiggled and tickled inside her!,0,English
307,She swallowed the spider to catch the fly;,0,English
307,I don’t know why she swallowed a fly – Perhaps she’s dead,1,English
307,There was an old lady who swallowed a horse;,0,English
307,"…She’s dead, of course!",1,English
308,There was an old woman who lived in a shoe.,0,English
308,"She had so many children, she didn’t know what to do;",1,English
308,She gave them some broth without any bread;,0,English
308,Then whipped them all soundly and put them to bed.,0,English
309,The wheels on the bus go round and round,0,English
309,"Round and round, round and round",0,English
309,The wheels on the bus go round and round,0,English
309,All through the town,0,English
309,"The wipers on the bus go “Swish, swish, swish,",0,English
309,"Swish, swish, swish, swish, swish, swish”",0,English
309,"The wipers on the bus go “Swish, swish, swish”",0,English
309,All through the town.,0,English
309,"The people on the bus go, “chat, chat, chat,",0,English
309,"cha,,chat chat,chat chat ,chat",0,English
309,"The people on the bus go, “, chat,chat,chat",0,English
309,All through the town.,0,English
309,"The horn on the bus go “Beep, beep, beep",0,English
309,"Beep, beep, beep, beep, beep, beep”",0,English
309,"The horn on the bus go “Beep, beep, beep”",0,English
309,All through the town.,0,English
309,"The baby on the bus go, “wah, wah, wah!",0,English
309,"wah, wah, wah, wah, wah, wah!”",0,English
309,"The baby on the bus go, “wah, wah, wah!”",0,English
309,All through the town.,0,English
309,"The mummy on the bus go, “ssss sh,ssss sh,ssss sh,",0,English
309,"“”ssss sh,ssss sh,ssss sh",0,English
309,"The mummy on the bus go, “”ssss sh,ssss sh,ssss sh”",1,English
309,All through the town.,0,English
309,The wheels on the bus go round and round,0,English
309,"Round and round, round and round",0,English
309,The wheels on the bus go round and round,0,English
309,All through the town.,0,English
310,"Thirty days hath September,",0,English
310,"April, June and November;",0,English
310,"All the rest have thirty-one,",0,English
310,Excepting February alone.,0,English
310,Which only has but twenty-eight days clear,0,English
310,And twenty-nine in each leap year.,0,English
311,This is the house that Jack built.,0,English
311,This is the cheese that lay in the house that Jack built.,0,English
311,This is the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the cat that chased the rat,0,English
311,That ate the cheese that lay in the house that Jack built.,0,English
311,This is the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the maiden all forlorn,0,English
311,That milked the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the man all tattered and torn,0,English
311,That kissed the maiden all forlorn,1,English
311,That milked the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the judge all shaven and shorn,0,English
311,That married the man all tattered and torn,0,English
311,That kissed the maiden all forlorn,1,English
311,That milked the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the rooster that crowed in the morn,0,English
311,That woke the judge all shaven and shorn,0,English
311,That married the man all tattered and torn,0,English
311,That kissed the maiden all forlorn,1,English
311,That milked the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the farmer sowing his corn,0,English
311,That kept the rooster that crowed in the morn,0,English
311,That woke the judge all shaven and shorn,0,English
311,That married the man all tattered and torn,0,English
311,That kissed the maiden all forlorn,1,English
311,That milked the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
311,This is the horse and the hound and the horn,0,English
311,That belonged to the farmer sowing his corn,0,English
311,That kept the rooster that crowed in the morn,0,English
311,That woke the judge all shaven and shorn,0,English
311,That married the man all tattered and torn,0,English
311,That kissed the maiden all forlorn,1,English
311,That milked the cow with the crumpled horn,0,English
311,That tossed the dog that worried the cat,0,English
311,That chased the rat that ate the cheese,0,English
311,That lay in the house that Jack built.,0,English
312,This little light of mine,0,English
312,I’m going to let it shine,0,English
312,"Oh, this little light of mine",0,English
312,I’m going to let it shine,0,English
312,This little light of mine,0,English
312,I’m going to let it shine,0,English
312,"Let it shine, all the time, let it shine",0,English
312,All around the neighborhood,0,English
312,I’m going to let it shine,0,English
312,All around the neighborhood,0,English
312,I’m going to let it shine,0,English
312,All around the neighborhood,0,English
312,I’m going to let it shine,0,English
312,"Let it shine, all the time, let it shine.",0,English
312,Hide it under a bushel? No!,0,English
312,I’m going to let it shine,0,English
312,Hide it under a bushel? No!,0,English
312,I’m going to let it shine,0,English
312,Hide it under a bushel? No!,0,English
312,I’m going to let it shine,0,English
312,"Let it shine, all the time, let it shine.",0,English
312,Don’t let Satan [blow] it out!,0,English
312,I’m going to let it shine,0,English
312,Don’t let Satan [blow] it out!,0,English
312,I’m going to let it shine,0,English
312,Don’t let Satan [blow] it out!,0,English
312,I’m going to let it shine,0,English
312,"Let it shine, all the time, let it shine",0,English
313,"This little piggy went to the market,",0,English
313,"This little piggy stayed home,",0,English
313,"This little piggy had roast beef,",0,English
313,"This little piggy had none,",0,English
313,And this little piggy cried wee wee wee all the way home.,0,English
314,"This old man, he played one,",0,English
314,He played knick-knack on my thumb;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played two,",0,English
314,He played knick-knack on my shoe;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played three,",0,English
314,He played knick-knack on my knee;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played four,",0,English
314,He played knick-knack on my door;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played five,",0,English
314,He played knick-knack on my hive;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played six,",0,English
314,He played knick-knack on my sticks;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played seven,",0,English
314,He played knick-knack up in heaven;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played eight,",0,English
314,He played knick-knack on my gate;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played nine,",0,English
314,He played knick-knack on my spine;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
314,"This old man, he played ten,",0,English
314,He played knick-knack once again;,0,English
314,"With a knick-knack paddywhack,",0,English
314,"Give the dog a bone,",0,English
314,This old man came rolling home.,0,English
315,"Three little kittens they lost their mittens,",0,English
315,"And they began to cry,",0,English
315,"Oh, mother dear, we sadly fear",0,English
315,Our mittens we have lost.,0,English
315,"What! lost your mittens, you naughty kittens!",0,English
315,Then you shall have no pie.,0,English
315,"Mee-ow, mee-ow, mee-ow.",0,English
315,"No, you shall have no pie.",0,English
315,"The three little kittens they found their mittens,",0,English
315,"And they began to cry,",0,English
315,"Oh, mother dear, see here, see here,",0,English
315,Our mittens we have found!,0,English
315,"Put on your mittens, you silly kittens,",0,English
315,And you shall have some pie.,0,English
315,"Purr-r, purr-r, purr-r,",0,English
315,"Oh, let us have some pie.",0,English
315,"The three little kittens put on their mittens,",0,English
315,And soon ate up the pie;,0,English
315,"Oh, mother dear, we greatly fear",0,English
315,Our mittens we have soiled.,0,English
315,"What! soiled your mittens, you naughty kittens!",0,English
315,"Then they began to sigh,",0,English
315,"Mee-ow, mee-ow, mee-ow.",0,English
315,Then they began to sigh.,0,English
315,"The three little kittens they washed their mittens,",0,English
315,And hung them out to dry;,0,English
315,"Oh! mother dear, do you not hear,",0,English
315,Our mittens we have washed!,0,English
315,"What! washed your mittens, then you’re good kittens,",0,English
315,But I smell a rat close by.,0,English
315,"Mee-ow, mee-ow, mee-ow.",0,English
315,We smell a rat close by.,0,English
